id,name,brewery_type
blacklist-artisan-ales-duluth,Blacklist Artisan Ales,micro
canal-park-brewery-duluth,Canal Park Brewery,brewpub
carmody-irish-pub-and-brewing-duluth,Carmody Irish Pub & Brewing,brewpub
dubh-linn-brew-pub-duluth,Dubh Linn Brew Pub,brewpub
fitgers-brewhouse-duluth,Fitgers Brewhouse,brewpub
hoops-brewing-duluth,Hoops Brewing,micro
blackrock-brewers-tucson,BlackRock Brewers,micro
blacksmith-brewing-co-stevensville,Blacksmith Brewing Co,micro
wildwood-brewing-co-stevensville,Wildwood Brewing Co,micro
blackstack-brewing-saint-paul,BlackStack Brewing,micro
burning-brothers-brewing-saint-paul,Burning Brothers Brewing,micro
blackstone-brewing-co-nashville,Blackstone Brewing Co,micro
fat-bottom-brewing-nashville,Fat Bottom Brewing,micro
harding-house-brewing-company-nashville,Harding House Brewing Company,planning
tailgate-brewery-nashville,Tailgate Brewery,brewpub
turtle-anarchy-brewing-co-nashville,Turtle Anarchy Brewing Co,micro
blackwater-brewing-co-davis,Blackwater Brewing Co,micro
stumptown-ales-davis,Stumptown Ales,micro
blaker-brewing-ceres,Blaker Brewing,micro
blank-canvas-brewery-brewer,Blank Canvas Brewery,micro
geaghan-brothers-brewing-co-brewer,Geaghan Brothers Brewing Co,micro
masons-brewing-company-brewer,Mason's Brewing Company,micro
blasted-barley-beer-company-tempe,Blasted Barley Beer Company,brewpub
elevate-your-passion-brewing-tempe,Elevate Your Passion Brewing,micro
four-peaks-brewing-co-tempe,Four Peaks Brewing Co,large
gordon-biersch-brewery-restaurant-tempe-tempe,Gordon Biersch Brewery Restaurant - Tempe,brewpub
pedal-haus-brewery-tempe,Pedal Haus Brewery,brewpub
sleepy-dog-brewing-co-tempe,Sleepy Dog Brewing Co,micro
the-shop-beer-co-tempe,The Shop Beer Co.,micro
blasty-bough-brewing-company-epsom,Blasty Bough Brewing Company,micro
blazing-tree-brewery-el-paso,Blazing Tree Brewery,micro
midriver-brewery-cold-spring,Midriver Brewery,planning
blewett-brewing-company-leavenworth,Blewett Brewing Company,brewpub
doghaus-brewery-leavenworth,Doghaus Brewery,micro
icicle-brewing-co-leavenworth,Icicle Brewing Co,brewpub
triune-brewing-company-leavenworth,Triune Brewing Company,planning
blind-bat-brewery-llc-the-centerport,"Blind Bat Brewery LLC, The",micro
blind-pig-brewery-champaign,Blind Pig Brewery,brewpub
destihl-champaign-champaign,DESTIHL - Champaign,brewpub
blind-tiger-brewery-and-restaurant-topeka,Blind Tiger Brewery & Restaurant,brewpub
block-15-brewery-and-tap-room-corvallis,Block 15 Brewery & Tap Room,brewpub
block-15-corvallis,Block 15,brewpub
flat-tail-brewing-co-corvallis,Flat Tail Brewing Co,brewpub
mazama-brewing-co-corvallis,Mazama Brewing Co,micro
oregon-trail-brewery-corvallis,Oregon Trail Brewery,micro
bloom-brew-west-newton,Bloom Brew,micro
bloomer-brewing-co-bloomer,Bloomer Brewing Co,micro
bloomington-brewing-co-production-facility-bloomington,Bloomington Brewing Co - Production Facility,micro
switchyard-brewing-company-bloomington,Switchyard Brewing Company,micro
the-tap-brewery-bloomington,The Tap Brewery,brewpub
upland-brewing-co-bloomington,Upland Brewing Co,micro
upland-brewing-co-bloomington-brewpub-bloomington,Upland Brewing Co - Bloomington Brewpub,regional
blowing-rock-brewing-company-blowing-rock,Blowing Rock Brewing Company,brewpub
blue-blaze-brewing-charlotte,Blue Blaze Brewing,micro
blue-blood-brewing-company-lincoln,Blue Blood Brewing Company,brewpub
white-elm-brewing-co-lincoln,White Elm Brewing Co,micro
blue-canoe-brewery-titusville,Blue Canoe Brewery,brewpub
orrs-brewing-company-titusville,Orr's Brewing Company,brewpub
blue-canoe-brewing-co-little-rock,Blue Canoe Brewing Co,micro
core-brewing-soma-little-rock,Core Brewing - SoMa,brewpub
lost-40-brewing-little-rock,Lost 40 brewing,micro
lost-forty-brewing-little-rock,Lost Forty Brewing,micro
rebel-kettle-brewing-company-little-rock,Rebel Kettle Brewing Company,brewpub
stones-throw-brewing-little-rock,Stone's Throw Brewing,brewpub
blue-collar-brewery-inc-poughkeepsie,"Blue Collar Brewery, Inc.",brewpub
mill-house-brewing-company-poughkeepsie,Mill House Brewing Company,brewpub
mill-house-brewing-company-production-poughkeepsie,Mill House Brewing Company - Production,micro
blue-corn-cafe-santa-fe,Blue Corn Cafe,brewpub
duel-brewing-company-santa-fe,Duel Brewing Company,brewpub
leaf-and-hive-santa-fe,Leaf & Hive,planning
second-street-brewery-rufina-santa-fe,Second Street Brewery - Rufina,brewpub
blue-cow-cafebig-rapids-brewing-co-big-rapids,Blue Cow Cafe/Big Rapids Brewing Co,brewpub
crankers-brewery-big-rapids,Cranker's Brewery,brewpub
blue-earl-brewing-company-smyrna,Blue Earl Brewing Company,micro
brick-works-brewing-and-eats-smyrna,Brick Works Brewing and Eats,brewpub
blue-frog-brewing-company-fairfield,Blue Frog Brewing Company,micro
chau-tien-beer-company-fairfield,Chau Tien Beer Company,contract
heretic-brewing-company-fairfield,Heretic Brewing Company,micro
old-country-brewing-fairfield,Old Country Brewing,planning
blue-ghost-brewing-company-fletcher,Blue Ghost Brewing Company,brewpub
sierra-nevada-brewing-co-mills-river,Sierra Nevada Brewing Co,regional
blue-heron-brew-pub-marshfield,Blue Heron Brew Pub,brewpub
blue-island-beer-co-blue-island,Blue Island Beer Co,micro
blue-line-brewery-saranac-lake,Blue Line Brewery,brewpub
blue-moon-brewery-denver,Blue Moon Brewery,large
great-divide-brewing-co-rino-barrel-bar-denver,Great Divide Brewing Co - RiNo Barrel Bar,micro
mockery-brewing-denver,Mockery Brewing,micro
new-belgium-the-woods-at-the-source-denver,New Belgium - The Woods At The Source,planning
red-truck-beer-company-denver,Red Truck Beer Company,planning
river-north-brewery-denver,River North Brewery,micro
zephyr-brewing-co-denver,Zephyr Brewing Co,micro
blue-mountain-barrel-house-and-organic-brewery-arrington,Blue Mountain Barrel House and Organic Brewery,micro
blue-mountain-brewery-afton,Blue Mountain Brewery,micro
brewing-tree-beer-company-afton,Brewing Tree Beer Company,micro
blue-mountain-pizza-and-brew-pub-weaverville,Blue Mountain Pizza and Brew Pub,brewpub
eluvium-brewing-co-weaverville,Eluvium Brewing Co.,micro
zebulon-artisan-ales-weaverville,Zebulon Artisan Ales,micro
blue-nose-brewery-hodgkins,Blue Nose Brewery,micro
blue-note-brewing-company-woodland,Blue Note Brewing Company,micro
blue-oak-brewing-co-san-carlos,Blue Oak Brewing Co,micro
devils-canyon-brewing-company-san-carlos,Devil's Canyon Brewing Company,micro
blue-owl-brewing-austin,Blue Owl Brewing,micro
central-machine-works-austin,Central Machine Works,micro
friends-and-allies-brewing-company-austin,Friends and Allies Brewing Company,micro
hops-and-grain-brewing-austin,Hops & Grain Brewing,micro
lazarus-brewing-company-austin,Lazarus Brewing Company,brewpub
the-brewers-table-austin,The Brewer's Table,micro
zilker-brewing-co-austin,Zilker Brewing Co,micro
blue-pants-brewery-madison,Blue Pants Brewery,micro
old-black-bear-brewing-madison,Old Black Bear Brewing,micro
rocket-republic-brewing-company-madison,Rocket Republic Brewing Company,micro
blue-pike-cantina-marine-city,Blue Pike Cantina,brewpub
blue-point-brewing-co-patchogue,Blue Point Brewing Co,large
blue-point-brewing-patchogue,Blue Point Brewing,large
brick-house-brewery-and-restaurant-patchogue,Brick House Brewery and Restaurant,brewpub
blue-ridge-brewing-cofoothills-brewing-greer,Blue Ridge Brewing Co/Foothills Brewing,brewpub
blue-ridge-community-college-flat-rock,Blue Ridge Community College,planning
blue-skye-brewery-salina,Blue Skye Brewery,brewpub
three-rings-brewery-mcpherson,Three Rings Brewery,micro
blue-spruce-brewing-littleton-littleton,Blue Spruce Brewing Littleton,brewpub
blue-star-brewing-co-san-antonio,Blue Star Brewing Co,brewpub
freetail-brewing-co-san-antonio,Freetail Brewing Co,micro
twin-sisters-san-antonio,TWIN SISTERS,planning
blue-wolf-brewing-company-llc-brooklyn-park,Blue Wolf Brewing Company LLC,micro
blue-zone-brewing-co-saint-george,Blue Zone Brewing Co.,planning
bluebird-brasserie-sherman-oaks,Bluebird Brasserie,brewpub
bluebonnet-beer-co-round-rock,Bluebonnet Beer Co,micro
idle-vine-brewing-company-round-rock,Idle Vine Brewing Company,micro
blueprint-brewing-co-harleysville,Blueprint Brewing Co.,micro
blues-city-brewing-co-memphis,Blues City Brewing Co,regional
bluestone-brewing-company-sayre,Bluestone Brewing Company,brewpub
bluetarp-brewing-co-decatur,BlueTarp Brewing Co,micro
three-taverns-craft-brewery-decatur,Three Taverns Craft Brewery,micro
twains-brewpub-and-billiards-decatur,Twain's Brewpub & Billiards,brewpub
wild-heaven-craft-beers-decatur,Wild Heaven Craft Beers,micro
bluewater-brewing-co-florence,Bluewater Brewing Co,micro
singin-river-brewing-company-llc-florence,"Singin' River Brewing Company, LLC",micro
bnaf-llc-austin,"Bnaf, LLC",planning
stache-rabbit-brewing-company-austin,Stache Rabbit Brewing Company,planning
bns-brewing-and-distilling-co-santee,BNS Brewing & Distilling Co.,closed
council-brewing-company-santee,Council Brewing Company,micro
groundswell-brewing-co-santee,Groundswell Brewing Co,micro
pacific-islander-beer-company-santee,Pacific Islander Beer Company,micro
boak-brewing-co-pompton-lakes,Boak Brewing Co,contract
boat-town-brewing-phillipsburg,Boat Town Brewing,micro
boathouse-brewery-llc-ely,Boathouse Brewery LLC,brewpub
boathouse-brothers-brewing-co-prior-lake,Boathouse Brothers Brewing Co,micro
bob-loblaw-brewing-miami,Bob Loblaw Brewing,planning
bobcat-brewery-and-cafe-bristol,Bobcat Brewery & Cafe,brewpub
hogback-mountain-brewery-bristol,Hogback Mountain Brewery,micro
bobtown-brewhouse-and-grill-roberts,Bobtown Brewhouse & Grill,brewpub
boerne-brewery-boerne,Boerne Brewery,micro
cibolo-creek-brewing-co-boerne,Cibolo Creek Brewing Co.,brewpub
dodging-duck-brewhaus-boerne,Dodging Duck Brewhaus,brewpub
kinematic-brewing-company-boerne,Kinematic Brewing Company,micro
tusculum-holdings-llc-boerne,"Tusculum Holdings, LLC",planning
boese-brothers-brewing-albuquerque,Boese Brothers Brewing,micro
bow-and-arrow-brewing-co-albuquerque,Bow and Arrow Brewing Co.,micro
dialogue-brewing-albuquerque,Dialogue Brewing,micro
marble-brewery-production-albuquerque,Marble Brewery - Production,regional
rio-bravo-brewing-company-albuquerque,Rio Bravo Brewing Company,brewpub
sidetrack-brewing-company-albuquerque,Sidetrack Brewing Company,micro
tractor-brewing-co-albuquerque,Tractor Brewing Co,micro
bog-brewing-company-saint-augustine,Bog Brewing Company,micro
dog-rose-brewing-company-saint-augustine,Dog Rose Brewing Company,micro
bog-iron-brewing-co-norton,Bog Iron Brewing Co,micro
bog-turtle-brewery-llc-oxford,"Bog Turtle Brewery, LLC",micro
hollow-earth-brewing-co-oxford,Hollow Earth Brewing Co,brewpub
boggy-draw-brewery-sheridan,Boggy Draw Brewery,micro
dead-hippie-brewing-sheridan,Dead Hippie Brewing,micro
boiler-brewing-company-lincoln,Boiler Brewing Company,micro
empyrean-brewing-co-lincoln,Empyrean Brewing Co,micro
green-flash-brewing-co-lincoln,Green Flash Brewing Co,closed
lazlos-brewery-and-grill-haymarket-lincoln,Lazlo's Brewery & Grill - Haymarket,brewpub
bold-city-brewery-jacksonville-1,Bold City Brewery,micro
engine-15-brewing-company-jacksonville,Engine 15 Brewing Company,micro
intuition-ale-works-production-facility-jacksonville,Intuition Ale Works Production Facility,micro
keen-brewing-jacksonville,Keen Brewing,planning
tabula-rasa-brewing-jacksonville,Tabula Rasa Brewing,planning
bold-city-brewery-jacksonville-2,Bold City Brewery,micro
intuition-ale-works-jacksonville,Intuition Ale Works,micro
bold-missy-brewery-charlotte,Bold Missy Brewery,brewpub
divine-barrel-brewing-charlotte,Divine Barrel Brewing,micro
free-range-brewing-charlotte,Free Range Brewing,micro
heist-brewery-charlotte,Heist Brewery,brewpub
legion-brewing-company-charlotte,Legion Brewing Company,brewpub
noda-brewing-co-og-charlotte,NoDa Brewing Co - OG,micro
pilot-brewing-charlotte,Pilot Brewing,planning
resident-culture-brewing-company-llc-charlotte,Resident Culture Brewing Company LLC,micro
salud-cerveceria-charlotte,Salud Cerveceria,brewpub
traust-brewing-co-charlotte,Traust Brewing Co.,planning
bolero-snort-brewery-ridgefield-park,Bolero Snort Brewery,contract
bolt-brewery-la-mesa,Bolt Brewery,brewpub
helix-brewing-co-la-mesa,Helix Brewing Co,micro
bolton-beer-works-bolton,Bolton Beer Works,brewpub
bolton-landing-brewing-co-bolton-landing,Bolton Landing Brewing Co.,micro
bomb-plant-brewing-company-north-augusta,Bomb Plant Brewing Company,planning
bombastic-brewing-hayden,Bombastic Brewing,contract
mad-bomber-brewing-company-hayden,Mad Bomber Brewing Company,micro
bombing-range-brewing-company-richland,Bombing Range Brewing Company,brewpub
shrub-steppe-smokehouse-brewery-richland,Shrub Steppe Smokehouse Brewery,brewpub
white-bluffs-brewing-richland,White Bluffs Brewing,micro
bombs-away-beer-company-albuquerque,Bombs Away Beer Company,brewpub
bombshell-beer-company-holly-springs,Bombshell Beer Company,micro
carolina-brewing-co-holly-springs,Carolina Brewing Co,micro
bond-brothers-beer-company-cary,Bond Brothers Beer Company,micro
bone-hook-brewing-company-naples,Bone Hook Brewing Company,micro
south-cypress-brewing-naples,South Cypress Brewing,brewpub
bone-island-brewing-key-west,Bone Island Brewing,micro
first-flight-island-restaurant-and-brewery-key-west,First Flight Island Restaurant & Brewery,brewpub
waterfront-brewery-llc-key-west,Waterfront Brewery LLC,brewpub
bone-up-brewing-co-everett,Bone Up Brewing Co.,micro
down-the-road-brewery-everett,Down the Road Brewery,micro
night-shift-brewing-inc-everett,"Night Shift Brewing, Inc",regional
boneshire-brew-works-harrisburg,Boneshire Brew Works,micro
bonn-place-brewing-bethlehem,Bonn Place Brewing,micro
cave-brewing-co-bethlehem,Cave Brewing Co,micro
hop-hill-brewing-company-bethlehem,Hop Hill Brewing Company,micro
seven-sirens-brewing-company-bethlehem,Seven Sirens Brewing Company,planning
bonneville-brewery-tooele,Bonneville Brewery,micro
bonsai-brewing-project-whitefish,Bonsai Brewing Project,brewpub
great-northern-brewing-co-whitefish,Great Northern Brewing Co,micro
boojum-brewing-company-waynesville,Boojum Brewing Company,micro
frog-level-brewing-company-waynesville,Frog Level Brewing Company,micro
books-and-brews-indianapolis,Books & Brews,brewpub
boom-city-brewing-williamsport,Boom City Brewing,brewpub
bullfrog-brewery-production-only-williamsport,Bullfrog Brewery - Production Only,micro
bullfrog-brewery-williamsport,Bullfrog Brewery,brewpub
new-trail-brewing-company-williamsport,New Trail Brewing Company,micro
riepstines-pub-williamsport,Riepstines Pub,brewpub
boom-island-brewing-company-minneapolis,Boom Island Brewing Company,micro
pryes-brewing-company-minneapolis,Pryes Brewing Company,micro
boomtown-brewery-and-woodfire-grill-hibbing,BoomTown Brewery and Woodfire Grill,brewpub
boondocks-brewing-west-jefferson,Boondocks Brewing,brewpub
boondoggle-brewing-wethersfield,Boondoggle Brewing,contract
hrg-management-llc-hartford,"HRG Management, LLC",planning
boone-valley-brewing-co-boone,Boone Valley Brewing Co,micro
boothbay-craft-brewery-inc-boothbay,"Boothbay Craft Brewery, Inc",micro
bootleggers-brewery-fullerton-1,Bootleggers Brewery,micro
bootleggers-brewery-fullerton-2,Bootleggers Brewery,micro
boots-brewing-company-inc-watertown,"Boots Brewing Company, Inc.",micro
garland-city-beer-works-watertown,Garland City Beer Works,planning
skewed-brewing-watertown,Skewed Brewing,brewpub
bootstrap-brewing-co-niwot,Bootstrap Brewing Co,micro
out-world-brewing-longmont,Out World Brewing,planning
brickside-brewery-copper-harbor,Brickside Brewery,micro
border-breweryborder-brew-supply-salem,Border Brewery/Border Brew Supply,micro
outland-brewing-company-salem,Outland Brewing Company,planning
border-town-pub-momence,Border Town Pub,brewpub
borderlands-brewing-co-tucson,Borderlands Brewing Co,micro
pueblo-vida-brewing-co-tucson,Pueblo Vida Brewing Co,micro
thunder-canyon-brewery-tucson,Thunder Canyon Brewery,brewpub
boring-brewing-co-llc-sandy,"Boring Brewing Co., LLC",micro
bosque-brewing-co-albuquerque,Bosque Brewing Co,micro
bosque-brewing-co-bosque-north-bernalillo,Bosque Brewing Co - Bosque North,micro
kaktus-brewing-co-bernalillo,Kaktus Brewing Co.,brewpub
boss-dog-brewing-cleveland,Boss Dog Brewing,brewpub
the-bottlehouse-brewery-and-meadery-cleveland-heights,The BottleHouse Brewery And Meadery,micro
boston-beer-co-boston-1,Boston Beer Co,micro
harpoon-brewery-boston,Harpoon Brewery,regional
boston-beer-co-boston-2,Boston Beer Co,micro
turtle-swamp-brewing-jamaica-plain,Turtle Swamp Brewing,micro
boston-beer-co-dba-samuel-adams-brewing-co-cincinnati,Boston Beer Co - DBA Samuel Adams Brewing Co,regional
off-track-brewing-company-cincinnati,Off Track Brewing Company,micro
bottle-rocket-brewing-co-seward,Bottle Rocket Brewing Co,micro
bottle-tree-beer-co-tryon,Bottle Tree Beer Co,contract
bottlehouse-brewery-lakewood,BottleHouse Brewery,micro
buckeye-beer-engine-lakewood,Buckeye Beer Engine,brewpub
pedestrian-brewing-lakewood,Pedestrian Brewing,planning
bottom-shelf-brewery-bayfield,Bottom Shelf Brewery,brewpub
bottomless-brewing-llc-geneva,"Bottomless Brewing, LLC",brewpub
gael-brewing-co-geneva,Gael Brewing Co,micro
gc-starkey-beer-company-geneva,G.C. Starkey Beer Company,contract
lake-drum-brewing-geneva,Lake Drum Brewing,micro
war-horse-brewing-company-geneva,War Horse Brewing Company,brewpub
webe-brewing-company-geneva,WeBe Brewing Company,micro
boulder-dam-brewing-company-boulder-city,Boulder Dam Brewing Company,brewpub
bousa-brewing-company-miami,Bousa Brewing Company,micro
bowigens-beer-company-casselberry,Bowigens Beer Company,micro
bowling-green-beer-works-bowling-green,Bowling Green Beer Works,micro
box-office-brewery-strasburg,Box Office Brewery,planning
boxcar-brewing-co-llc-west-chester,Boxcar Brewing Co LLC,micro
levante-brewing-company-west-chester,Levante Brewing Company,micro
boxing-bear-brewing-company-albuquerque,Boxing Bear Brewing Company,brewpub
steel-bender-brewyard-los-ranchos-de-albuquerque,Steel Bender Brewyard,brewpub
